Timestamp,What week are you reporting for?,Winning Team,Winning player,Winning Player's 6 Pokemon,Losing Team,Losing player,Losing Player's 6 Pokemon,Score,Game 1 Replay (or Youtube link),Game 2 Replay (or N/A if Youtube),Game 3 Replay (or N/A if no third game or Youtube)
10/16/2022 17:36:26,Week 4,Water - Northeast US,johnny - Northeast US,Incineroar / Urshifu-Single-Strike / Rillaboom / Landorus / Regieleki / Slowbro,Water - RIT Raikous,ya-da-ne - RIT Raikous,Lilligant / Torkoal / Stakataka / Indeedee-F / Urshifu-Single-Strike / Glastrier,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687382306,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687382904,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687383083
10/16/2022 18:58:32,Week 4,Fire - Illinois,4DozenEgGs - Illinois,Sirfetchd / Zapdos-Galar / Articuno-Galar / Porygon2 / Golduck / Moltres-Galar,Fire - Akron Blue,Aceee - Akron Blue,Darmanitan-Galar / Tsareena / Regieleki / Tapu-Fini / Heatran / Cresselia,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687433489,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687437292,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687437484
10/16/2022 19:18:12,Week 4,Water - Oxford,ClickForVictory - Oxford,Dracovish / Tyranitar / Amoonguss / Bronzong / Volcarona / Tsareena,Water - Cambridge,FullCrimp - Cambridge,Politoed / Zapdos / Rillaboom / Urshifu-Single-Strike / Incineroar / Spectrier,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686353265-0qhf7665xcbypkwqjeiccsw98vl9hzvpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686353398-t2covbserjw5ogp57b891s8z53zo6q3pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686353557-f8vq1fku9t3w91lcx8t9o2q1upi8d2fpw
10/16/2022 19:19:32,Week 4,Fire - Akron Blue,Tenacitea - Akron Blue,Charizard / Torkoal / Indeedee-F / Lilligant / Stakataka / Porygon2,Fire - Illinois,Matthew M - Illinois,Politoed / Urshifu-Rapid-Strike / Tsareena / Regieleki / Tornadus / Shedinja,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686685827,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686689406,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686693956
10/16/2022 19:56:56,Week 4,Electric - Glenville,Time Wizard - Glenville,Rillaboom / Incineroar / Celesteela / Landorus / Tapu Fini / Zapdos-Galar,Electric - Mid Atlantic,TopdeckPilot - Mid Atlantic,Rillaboom / Urshifu-Rapid-Strike / Incineroar / Regieleki / Landorus / Togekiss,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687464053,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687469218,N/A
10/16/2022 20:25:32,Week 4,Grass - RIT Incins,Watamawigi - RIT Incins,Goodra / Tsareena / Tornadus / Urshifu-Rapid-Strike / Incineroar / Landorus,Grass - Akron Gold,Caulk - Akron Gold,Hatterene / Rillaboom / Landorus / Indeedee-F / Torkoal / Stakataka,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687486974,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687491772,N/A
10/16/2022 21:22:57,Week 4,Electric - West Sea,Aaron - West Sea,Rillaboom / Urshifu-Single-Strike / Tapu Fini / Landorus / Torkoal / Porygon2,Electric - BYU Cougars,Abuz - BYU Cougars,Rillaboom / Dragapult / Volcarona / Scizor / Clefairy / Milotic,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687521367-0gaandgl9gwrh2yjsw0q1nk8axzbbnwpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687521554-crx6uyr1e18skpk9s60ziuxzz1n27z1pw,n/a
10/17/2022 23:07:41,Week 5,Water - International,SeaSoil - International,Sylveon / Moltres-Galar / Incineroar / Urshifu-Rapid-Strike / Rillaboom / Amoonguss,Water - RIT Raikous,Shark - RIT Raikous,Nihilego / Tornadus / Tsareena / Tapu Fini / Heatran / Urshifu-Single-Strike,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1688365663,https://replay.pokemonshowdown.com/gen8spikemuthcup-1688366085,https://replay.pokemonshowdown.com/gen8spikemuthcup-1688366459
10/19/2022 15:30:18,Week 5,Water - International,Araluwen - International,Indeedee-F / Drampa / Incineroar / Swampert / Porygon2 / Slowking-Galar,Water - RIT Raikous,ya-da-ne - RIT Raikous,Regieleki / Zapdos-Galar / Tsareena / Nihilego / Garchomp / Incineroar,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1689801973,https://replay.pokemonshowdown.com/gen8spikemuthcup-1689809191,https://replay.pokemonshowdown.com/gen8spikemuthcup-1689814388
10/20/2022 13:28:55,Week 5,Water - RIT Raikous,brn - RIT Raikous,Spectrier / Urshifu-Rapid-Strike / Amoonguss / Incineroar / Regieleki / Rillaboom,Water - International,Willy - International,Thundurus / Incineroar / Kartana / Tapu Fini / Urshifu-Single-Strike / Landorus,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1690555073-eylt84rhdw6dcfb5bm2x50rotxqt052pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1690555492-czcwmfjxhn89gkhe4m6zzm3ipn8fafdpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1690555864-qheqkkehmqzspdsatvexejj7bc9f74npw
10/22/2022 13:02:30,Week 5,Water - Northeast US,PunkZard - Northeast US,Tapu Lele / Drifblim / Tsareena / Heatran / Urshifu-Single-Strike / Dracovish,Water - Oxford,Skai - Oxford,Incineroar / Urshifu-Rapid-Strike / Ninetales-Alola / Arctozolt / Landorus-Therian / Gastrodon,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692150577-l08cwdzgn3q28dgcgrlz10uwqvirihepw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692154006-l1au8lsl4b3mtswhwj95698818eose5pw,N/A
10/22/2022 14:43:22,Week 5,Water - Northeast US,3 Tailed Fox - Northeast US,Regieleki / Urshifu-Single-Strike / Rillaboom / Incineroar / Landorus / Tapu Fini,Water - Oxford,mim - Oxford,Moltres-Galar / Nihilego / Tapu Lele / Tapu Koko / Manectric / Reuniclus,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692213487,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692214171,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692214043
10/19/2022 15:17:34,Week 5,Fire - Akron Blue,Crimson - Akron Blue,Sylveon / Gastrodon-East / Dusclops / Incineroar / Regieleki / Urshifu-Single-Strike,Fire - Ohio State,Ryanhardt - Ohio State,Gardevoir / Garchomp / Celesteela / Walrein / Talonflame / Rillaboom,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1689805865,https://replay.pokemonshowdown.com/gen8spikemuthcup-1689810740,https://replay.pokemonshowdown.com/gen8spikemuthcup-1689814258
10/19/2022 20:12:39,Week 5,Grass - Akron Gold,GrumpyW01f - Akron Gold,Politoed / Urshifu-Rapid-Strike / Tsareena / Tornadus / Regieleki / Shedinja,Grass - MTU,SeanVGM - MTU,Latios / Tapu Fini / Kartana / Krookodile / Gothitelle / Talonflame,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1689999493,https://replay.pokemonshowdown.com/gen8spikemuthcup-1690001807,N/A
10/20/2022 21:50:45,Week 5,Grass - Akron Gold,TheRadicalChef - Akron Gold,Dracovish / Tyranitar / Amoonguss / Incineroar / Landorus / Whimsicott,Grass - MTU,Scorekeepr - MTU,Porygon2 / Incineroar / Amoonguss / Hatterene / Stakataka / Indeedee-F,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1690909548, https://replay.pokemonshowdown.com/gen8spikemuthcup-1690911922,N/A
10/21/2022 13:53:23,Week 5,Fire - Midwest,Chefsimi - Midwest,Pelipper / Suicune / Regieleki / Incineroar / Kartana / Zapdos-Galar,Fire - Illinois,Bryce Shade - Illinois,Incineroar / Torkoal / Dusclops / Conkeldurr / Porygon-Z / Sylveon,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691436486,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691441052,N/A
10/21/2022 16:41:11,Week 5,Electric - BYU Cougars,bunnybird12 - BYU Cougars,Spectrier / Regidrago / Incineroar / Whimsicott / Gothitelle / Urshifu-Rapid-Strike,Electric - Glenville,Time Wizard - Glenville,Incineroar / Landorus / Celesteela / Tapu Fini / Zapdos-Galar / Rillaboom,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691562237,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691566188,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691569823
10/21/2022 17:32:47,Week 5,Grass - South US,2thyfor - South US,Tapu Lele / Urshifu-Rapid-Strike / Naganadel / Heatran / Amoonguss / Drifblim,Grass - Texas Long,Madman - Texas Long,Incineroar / Gengar / Kartana / Landorus / Zapdos-Galar / Tapu Fini,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691604166-wk3w77xvtvhmih7rz6bqj4p8donm5cdpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691604825-socj4nz23l6bqsrv6a5zqjvwxhs8x9kpw,N/A
10/21/2022 19:24:59,Week 5,Grass - MTU,Kit - MTU,Glastrier / Mimikyu / Marowak-Alola / Amoonguss / Zapdos / Reuniclus,Grass - Akron Gold,Caulk - Akron Gold,Hatterene / Rillaboom / Landorus / Indeedee-F / Torkoal / Stakataka,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691664369-egw0irste6kil28g1hm9jin8igefffcpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691667958-fy1ji9kyqv9o8fq478ras5p7ub65odhpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691670686-9hf4seisd30jjv3o9f4vkztpz0zuhyqpw
10/21/2022 20:22:46,Week 5,Grass - MTU,KamikazekidGC - MTU,Entei / Suicune / Raikou / Naganadel / Ninetales-Alola / Rillaboom,Grass - Akron Gold,Vander - Akron Gold,Rillaboom / Heatran / Incineroar / Amoonguss / Urshifu-Rapid-Strike / Thundurus,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691696921,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691700902,N/A
10/21/2022 20:22:51,Week 5,Water - RIT Raikous,NotWarriors - RIT Raikous,Nihilego / Togekiss / Rillaboom / Urshifu-Rapid-Strike / Volcarona / Raichu,Water - International,0riginalName - International,Rillaboom / Incineroar / Moltres-Galar / Slowking-Galar / Urshifu-Rapid-Strike / Registeel,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691694775,https://replay.pokemonshowdown.com/gen8spikemuthcup-1691698313,N/A
10/22/2022 12:10:28,Week 5,Fire - Midwest,Whatshamidt - Midwest,Ninetales-Alola / Arctozolt / Urshifu-Rapid-Strike / Moltres-Galar / Incineroar / Indeedee-F,Fire - Illinois,Maleris - Illinois,Incineroar / Gengar / Kartana / Landorus / Zapdos-Galar / Tapu Fini,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692123743-j256x68n7nkuf05w5m6ngwry50cdja1pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692124069-bewxm1ve2c5xtavwutmx69jupkkyg6rpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692124269-sx0jbq67bwqq0yage6cb56y0ux8t39kpw
10/22/2022 15:45:42,Week 5,Electric - Mid Atlantic,Seven_Poke - Mid Atlantic,Rillaboom / Urshifu-Rapid-Strike / Incineroar / Regieleki / Landorus / Togekiss,Electric - Texas Horns,Kairo - Texas Horns,Urshifu-Rapid-Strike / Tsareena / Celesteela / Charizard / Torkoal / Dusclops,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692265309,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692265418,N/A
10/22/2022 16:06:28,Week 5,Electric - Texas Horns,TheBroham7  - Texas Horns,Rillaboom / Dragapult / Volcarona / Urshifu-Rapid-Strike / Clefairy / Celesteela,Electric - Mid Atlantic,Lucas - Mid Atlantic,Rillaboom / Urshifu-Rapid-Strike / Incineroar / Regieleki / Landorus / Togekiss,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692265792,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692266254,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692266425
10/22/2022 18:14:15,Week 5,Fire - Akron Blue,Tenacitea - Akron Blue,Charizard / Torkoal / Indeedee-F / Lilligant / Stakataka / Porygon2,Fire - Ohio State,moronji - Ohio State,Tapu Lele / Urshifu-Rapid-Strike / Naganadel / Amoonguss / Heatran / Drifblim,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692319451-dm1asau2mp5oknvlexz0uqtqsur7eg3pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692319782-ko2v963lt8r9qi29yejguvki9g6lkeepw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692319946-tw481w71hv3b5l1ayhjiolxypc95rxppw
10/22/2022 18:45:23,Week 5,Grass - South US,amiZa - South US,Azumarill / Volcarona / Tornadus / Stakataka / Rillaboom / Urshifu-Single-Strike,Grass - Texas Long,Abhinav - Texas Long,Indeedee-F / Throh / Oranguru / Slowbro-Galar / Porygon-Z / Incineroar,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692366546,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692369809,N/A
10/22/2022 21:29:45,Week 5,Fire - Illinois,Matthew M - Illinois,Politoed / Urshifu-Rapid-Strike / Tsareena / Regieleki / Tornadus / Shedinja,Fire - Midwest,FramenNoodles - Midwest,Tyranitar / Entei / Zapdos / Mamoswine / Rillaboom / Tapu Fini,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692461320,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692464831,N/A
10/22/2022 22:29:18,Week 5,Electric - Glenville,Fliipturn - Glenville,Dragapult / Amoonguss / Urshifu-Rapid-Strike / Heatran / Rillaboom / Whimsicott,Electric - BYU Cougars,Eva - BYU Cougars,Hatterene / Indeedee-F / Torkoal / Tapu Fini / Landorus / Ferrothorn,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692491877,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692494701,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692497473
10/23/2022 12:20:07,Week 5,Fire - Midwest,Rinkai - Midwest,Dragapult / Clefairy / Entei / Rillaboom / Registeel / Suicune,Fire - Illinois,Gwen - Illinois,Indeedee-F / Hatterene / Stakataka / Torkoal / Lilligant / Landorus-Therian,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692851896-ye0plyu6z141ghf18lybhqg4lv2didkpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692852112-we4ow61v7yla3vrbcm98yqnh4av23fipw,N/A
10/23/2022 13:16:50,Week 5,Water - Northeast US,Skraw - Northeast US,Ninetales-Alola / Arctozolt / Landorus / Volcarona / Tsareena / Tornadus,Water - Oxford,Sam - Oxford,Tapu Fini / Zapdos-Galar / Amoonguss / Scizor / Incineroar / Regieleki,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692866235,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692866587,N/A
10/23/2022 14:15:09,Week 5,Water - Oxford,Corkers7 - Oxford,Landorus-Therian / Volcarona / Rillaboom / Articuno-Galar / Tapu Fini / Amoonguss,Water - Northeast US,Polaroid - Northeast US,Urshifu-Rapid-Strike / Incineroar / Rillaboom / Volcarona / Regieleki / Sylveon,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692929676-6xmtts9lrf28u979jdqak9hq2w8kshrpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692929915-0vd3eb3u8nj266r9n9fjd3wn9rptfkcpw,N/A
10/23/2022 15:54:14,Week 5,Electric - Texas Horns,JayDee - Texas Horns,Landorus / Urshifu-Rapid-Strike / Sableye / Rillaboom / Incineroar / Zapdos,Electric - Mid Atlantic,Sean Gray - Mid Atlantic,Rillaboom / Urshifu-Rapid-Strike / Incineroar / Regieleki / Landorus / Togekiss,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692994489-7h081osr2ph8auwfje13wdn4z2ux999pw?fbclid=IwAR0ROarrVcwkd-7FmBS4qEcm5g6C85GIiosJ-u6_1f77UWFrscGjIfoSxrA,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692998761-iwny692z7bjbepf9qysz7x2tt9ylxr8pw?fbclid=IwAR30HEo49CHVyU5StpnwfDRIIfivdmP4I23wpel6L93OvOS-T-uQbLqaG7E,N/A
10/23/2022 17:23:07,Week 5,Fire - Ohio State,Temporal - Ohio State,Suicune / Sylveon / Amoonguss / Entei / Rillaboom / Latios,Fire - Akron Blue,Cellosis - Akron Blue,Charjabug / Landorus / Whimsicott / Gastrodon-East / Incineroar / Sylveon,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692816394,https://replay.pokemonshowdown.com/gen8spikemuthcup-1692816595,N/A
10/23/2022 18:12:42,Week 5,Electric - Glenville,Lugalaodh - Glenville,Rillaboom / Tapu Lele / Incineroar / Mamoswine / Salamence / Whimsicott,Electric - BYU Cougars,Brare - BYU Cougars,Rillaboom / Dragapult / Volcarona / Urshifu-Rapid-Strike / Clefairy / Celesteela,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1693082641,https://replay.pokemonshowdown.com/gen8spikemuthcup-1693085893,n/a
10/23/2022 21:38:28,Week 5,Grass - South US,vixyn - South US,Ninetales-Alola / Avalugg / Porygon2 / Tapu Fini / Rillaboom / Landorus,Grass - Texas Long,Deltabolt - Texas Long,Urshifu-Rapid-Strike / Incineroar / Rillaboom / Ninetales-Alola / Landorus / Whimsicott,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1693206804-dsu6i7vpx5rwrwrgs31a77w18uk21vipw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1693212255-nni351ibaye75ggjw6m1svojncv2pkmpw,n/a
10/23/2022 23:28:46,Week 5,Electric - Mid Atlantic,Killua - Mid Atlantic,Rillaboom / Urshifu-Rapid-Strike / Incineroar / Regieleki / Landorus / Togekiss,Electric - Texas Horns,Sarbithinu - Texas Horns,Hatterene / Indeedee-F / Torkoal / Landorus / Stakataka / Rillaboom,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1693269504-sb2z3efo2avrw7a2m83l5pif8ut3qkspw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1693271804-r6ea1637g805fcrz0sc0xdiexyywkb2pw,N/A
10/24/2022 15:43:46,Week 5,Grass - Texas Long,Tanner - South US,Celesteela / Tapu Fini / Spectrier / Mienshao / Regieleki / Rillaboom,Grass - Texas Long,Sain - Texas Long,Politoed / Urshifu-Rapid-Strike / Tsareena / Regieleki / Tornadus / Shedinja,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1693066450,Saved as File,N/A
10/27/2022 15:22:46,Top 8,Water - Cambridge,Jamie - Cambridge,Cresselia / Salamence / Landorus-Therian / Incineroar / Tapu Fini / Regieleki,Fire - Penn State,Dale - Penn State,Kommo-o / Rillaboom / Celesteela / Incineroar / Regieleki / Nihilego,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1696461703,https://replay.pokemonshowdown.com/gen8spikemuthcup-1696461882,N/A
10/27/2022 20:07:38,Top 8,Grass - South US,amiZa - South US,Azumarill / Volcarona / Tornadus / Stakataka / Rillaboom / Urshifu-Single-Strike,Electric - Mid Atlantic,Lucas - Mid Atlantic,Spectrier / Amoonguss / Nihilego / Rillaboom / Incineroar / Urshifu-Rapid-Strike,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1696612625,https://replay.pokemonshowdown.com/gen8spikemuthcup-1696613125,N/A
10/28/2022 12:41:46,Top 8,Electric - Mid Atlantic,Killua - Mid Atlantic,Incineroar / Urshifu-Rapid-Strike / Rillaboom / Regieleki / Tsareena / Moltres-Galar,Grass - South US,Emka - South US,Tapu Lele / Drifblim / Naganadel / Amoonguss / Urshifu-Rapid-Strike / Heatran,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697192416-te9zeb2tr2yk959yvkol7hsm1xpuodypw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697192646-t0dskbd7q7ure29jz3pbadkp3gbdk9tpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697192981-1gq3l49nmbhdlks7g0vlbb1r62o66xupw
10/28/2022 14:17:41,Top 8,Water - International,Araluwen - International,Urshifu-Single-Strike / Crobat / Landorus / Tapu Koko / Lilligant / Torkoal,Fire - Midwest,Whatshamidt - Midwest,Primarina / Incineroar / Nidoking / Pelipper / Regieleki / Kartana,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697270280-6gio38v9dxv911i2s18vwdyayxitz75pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697271435-ukk6qe8bpz9r24shanrbs49pv3n3iihpw,N/A
10/28/2022 15:22:28,Top 8,Electric - Mid Atlantic,Seven_Poke - Mid Atlantic,Rillaboom / Urshifu-Rapid-Strike / Incineroar / Regieleki / Landorus / Togekiss,Grass - South US,Connor - South US,Gardevoir / Amoonguss / Moltres-Galar / Urshifu-Rapid-Strike / Incineroar / Registeel,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697318834,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697319258,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697319421
10/28/2022 18:45:49,Top 8,Electric - Mid Atlantic,Gazoney - Mid Atlantic,Suicune / Sylveon / Amoonguss / Entei / Rillaboom / Latios,Grass - South US,2thyfor - South US,Tapu Lele / Urshifu-Rapid-Strike / Naganadel / Heatran / Amoonguss / Drifblim,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697458343-imzy3vrtfqi9ztnlj2qmhj30d8jxhi6pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697458631-0qnl03xmd7jk9ll2plh3tai6t5e2pospw,N/A
10/28/2022 22:33:44,Top 8,Electric - West Sea,Bob - West Sea,Cresselia / Politoed / Tapu Bulu / Escavalier / Thundurus-Therian / Incineroar,Grass - RIT Incins,Murph - RIT Incins,Tapu Lele / Urshifu-Rapid-Strike / Naganadel / Amoonguss / Heatran / Drifblim,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697498208,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697498421,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697498557
10/29/2022 12:33:44,Top 8,Fire - Penn State,Thud - Penn State,Landorus / Tapu Fini / Stakataka / Zapdos / Incineroar / Rillaboom,Water - Cambridge,Reddo - Cambridge,Zapdos-Galar / Raichu / Incineroar / Ferrothorn / Tapu Fini / Garchomp,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697928472,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697928705,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697928821
10/29/2022 13:38:22,Top 8,Water - International,GenericName - International,Celesteela / Regieleki / Urshifu-Single-Strike / Amoonguss / Incineroar / Landorus,Fire - Midwest,Chefsimi - Midwest,Primarina / Pelipper / Kartana / Regieleki / Zapdos-Galar / Incineroar,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697963056,https://replay.pokemonshowdown.com/gen8spikemuthcup-1697968306,N/A
10/30/2022 14:41:11,Top 8,Water - Cambridge,FullCrimp - Cambridge,Ferrothorn / Nihilego / Suicune / Landorus-Therian / Urshifu / Indeedee-F,Fire - Penn State,EclipseOwl - Penn State,Whimsicott / Tapu Lele / Urshifu-Rapid-Strike / Cinderace / Nihilego / Spectrier,2-1,https://play.pokemonshowdown.com/battle-gen8spikemuthcup-1698708258-ae9drxtem9r5ou3b2nefvzrnpkhsjzvpw,https://play.pokemonshowdown.com/battle-gen8spikemuthcup-1698708511-wfdjc6gx0wqwqtxp6ivfwijhqqq8088pw,https://play.pokemonshowdown.com/battle-gen8spikemuthcup-1698708777-uibiwrj74dz2z4d6fx8h92p85eq6pkwpw
10/30/2022 15:20:41,Top 8,Fire - Midwest,GuardianRondo - Midwest,Volcarona / Scolipede / Golisopod / Scizor / Scyther / Galvantula,Water - International,Ester - International,Ninetales-Alola / Tapu Fini / Gardevoir / Grimmsnarl / Tapu Bulu / Clefable,2-1,https://pokepast.es/c7ba8bd3fb96539b,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698735952,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698736120
10/30/2022 15:32:00,Top 8,Fire - Penn State,Turtle - Penn State,Urshifu-Rapid-Strike / Whimsicott / Heatran / Gengar / Rillaboom / Tapu Lele,Water - Cambridge,Hazel - Cambridge,Torkoal / Lilligant / Indeedee-F / Hatterene / Stakataka / Landorus-Therian,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698738895,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698739448,N/A
10/30/2022 16:17:10,Top 8,Grass - RIT Incins,Ranger - RIT Incins,Nihilego / Togekiss / Rillaboom / Urshifu-Rapid-Strike / Volcarona / Raichu,Electric - West Sea,Miggle.EXE - West Sea,Indeedee-F / Stakataka / Torkoal / Venusaur / Zapdos / Grimmsnarl,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698773559,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698777502,N/A
10/30/2022 18:12:04,Top 8,Fire - Midwest,Rinkai - Midwest,Landorus-Therian / Regieleki / Rillaboom / Tapu Fini / Celesteela / Spectrier,Water - International,SeaSoil - International,Snom / Mimikyu / Vulpix-Alola / Rowlet / Slowpoke / Vaporeon,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698852626-tajdcvf8m6d8ooti8oherb9fgb3s7ohpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698852836-xtd4804kyhcmy4mspv8upek0fuyu9hopw,N/A
10/30/2022 18:30:31,Top 8,Electric - West Sea,Aaron - West Sea,Ninetales-Alola / Stakataka / Nidoqueen / Rillaboom / Incineroar / Urshifu-Rapid-Strike,Grass - RIT Incins,Watamawigi - RIT Incins,Goodra / Tsareena / Tornadus / Urshifu-Rapid-Strike / Incineroar / Landorus,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698857427-whiyxbf3ornpc05tp3x9gdod9re441wpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698858091-m1o7x883xnwurjrk0h51e980e7l5tq1pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698858246-txj3u0o6y960hq5ge10xm559p7e0t6upw
10/30/2022 19:30:09,Top 8,Fire - Penn State,CatacIyzmic - Penn State,Landorus / Incineroar / Rillaboom / Whimsicott / Stakataka / Zapdos,Water - Cambridge,Kepler - Cambridge,Heatran / Arctozolt / Rillaboom / Urshifu-Rapid-Strike / Ninetales-Alola / Landorus-Therian,2-1, https://replay.pokemonshowdown.com/gen8spikemuthcup-1698873098-254738dr9pml60oggxtssmvzci4ag7qpw, https://replay.pokemonshowdown.com/gen8spikemuthcup-1698873477-8geqx0jy5vwmr0u22myd53puqhtwkoupw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698873660-pdg560fuup36x2w5fwdtnghthddmoc7pw
